category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
|Apps|iPhone|Mobile|, Apps ,2000000.0,closed,USA,CA,SF Bay Area,San Francisco,2,2010-01-01,2010-01,2010-Q1,2010.0,2011-04-01,2014-02-23,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Commerce|E-Commerce|, E-Commerce ,1300000.0,closed,USA,CA,SF Bay Area,San Francisco,1,2011-01-04,2011-04,2011-Q2,2011.0,2010-09-01,2010-09-01,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|iPad|Android|All Markets|Navigation|Curated Web|, Android ,,acquired,USA,NY,New York City,New York,1,2005-01-01,2005-01,2005-Q1,2005.0,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,318000000.0,acquired,USA,TX,Houston,Houston,2,1998-01-01,1998-01,1998-Q1,1998.0,2009-12-03,2009-12-29,0,0,0,0,0,0,0,0,318000000,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,30000.0,closed,,,,,1,2011-01-07,2011-07,2011-Q3,2011.0,2011-07-01,2011-07-01,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,697792.0,closed,SWE,,Stockholm,Solna,1,1989-01-01,1989-01,1989-Q1,1989.0,2008-10-29,2008-10-29,0,697792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Networking|Internet|SaaS|Data Centers|Web Hosting|, SaaS ,,acquired,LTU,,Vilnius,Vilnius,1,1995-01-01,1995-01,1995-Q1,1995.0,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,1420000.0,acquired,USA,NY,New York City,Brooklyn,1,2009-01-01,2009-01,2009-Q1,2009.0,2009-11-25,2009-11-25,0,1420000,0,0,0,0,0,0,0,0,0,0,0,1420000,0,0,0,0,0,0,0
|Journalism|News|, News ,252040.0,closed,SVN,,Ljubljana,Ljubljana,1,,2008-11,2008-Q4,2008.0,2008-11-21,2008-11-21,252040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Marketplaces|Television|Technology|Monetization|E-Commerce|Software|, Software ,525000.0,closed,USA,CA,Anaheim,Laguna Beach,1,2009-01-07,2009-07,2009-Q3,2009.0,2009-10-05,2009-10-05,0,0,0,0,0,0,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Search|Networking|Social Media|Travel|Reviews and Recommendations|Hotels|Software|Curated Web|, Search ,5000000.0,closed,USA,VA,"Washington, D.C.",Charlottesville,2,2006-01-06,2006-06,2006-Q2,2006.0,2008-11-17,2011-03-31,0,5000000,0,0,0,0,0,0,0,0,0,0,0,3500000,1500000,0,0,0,0,0,0
|Travel|Maps|Hotels|Enterprise Software|, Travel ,5000.0,closed,ARE,,Dubai,Dubai,1,,2010-06,2010-Q2,2010.0,2009-12-10,2009-12-10,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Colleges|Events|Private Social Networking|Facebook Applications|Social Media|, Social Media ,1449998.0,closed,USA,NY,New York City,New York,4,2008-01-01,2008-01,2008-Q1,2008.0,2008-05-01,2012-01-01,25000,624998,0,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hotels|Vacation Rentals|Online Rental|Real Estate|Search|, Search ,2300000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,2005-04-05,2005-05,2005-Q2,2005.0,2007-03-01,2007-03-01,0,2300000,0,0,0,0,0,0,0,0,0,0,0,2300000,0,0,0,0,0,0,0
,,10321150.0,acquired,USA,CA,SF Bay Area,Mountain View,5,2008-01-01,2008-01,2008-Q1,2008.0,2008-11-01,2011-09-02,0,5499995,0,0,0,4821155,0,0,0,0,0,0,0,0,3749995,0,0,0,0,0,0
|Cars|E-Commerce|, E-Commerce ,1000000.0,closed,USA,CA,SF Bay Area,Berkeley,1,,,,,2007-01-01,2007-01-01,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
|Sales and Marketing|Internet|Training|Teachers|Local Search|Search|Entertainment|Health and Wellness|Tutoring|Services|Local|Education|Online Rental|Games|, Services ,,closed,USA,TX,Austin,Austin,1,2008-01-01,2008-01,2008-Q1,2008.0,2009-08-01,2009-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,75000000.0,acquired,USA,GA,Atlanta,Atlanta,1,1999-01-01,1999-01,1999-Q1,1999.0,2007-04-11,2007-04-11,0,0,0,0,0,0,0,0,75000000,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,40000000.0,closed,USA,NY,New York City,New York,1,2005-01-01,2005-01,2005-Q1,2005.0,2010-10-12,2010-10-12,0,40000000,0,0,0,0,0,0,0,0,0,0,0,0,40000000,0,0,0,0,0,0
|Analytics|, Analytics ,1000000.0,acquired,USA,CA,SF Bay Area,Redwood City,1,,,,,2013-02-14,2013-02-14,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,750000.0,closed,USA,CO,Denver,Centennial,1,2007-01-03,2007-03,2007-Q1,2007.0,2007-03-01,2007-03-01,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Messaging|, Messaging ,,closed,USA,CA,SF Bay Area,San Jose,1,,,,,2012-08-01,2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|Productivity Software|Task Management|Software|, Software ,112500.0,closed,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-03-07,2011-03-07,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,13000000.0,acquired,USA,WA,Seattle,Seattle,1,2000-01-01,2000-01,2000-Q1,2000.0,2005-10-14,2005-10-14,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0
|Enterprise Software|, Enterprise Software ,1434300.0,closed,GBR,,London,London,1,2007-01-06,2007-06,2007-Q2,2007.0,2009-12-17,2009-12-17,0,1434300,0,0,0,0,0,0,0,0,0,0,0,1434300,0,0,0,0,0,0,0
|Mobile|Advertising|Shopping|Forums|Curated Web|, Advertising ,22750000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2007-01-04,2007-04,2007-Q2,2007.0,2008-05-01,2011-01-01,0,22000000,0,0,0,0,750000,0,0,0,0,0,0,5000000,17000000,0,0,0,0,0,0
|Curated Web|, Curated Web ,600000.0,closed,USA,CA,SF Bay Area,San Francisco,1,2009-01-11,2009-11,2009-Q4,2009.0,2010-09-01,2010-09-01,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,67255150.0,acquired,USA,GA,Atlanta,Atlanta,3,2007-01-01,2007-01,2007-Q1,2007.0,2010-05-20,2011-10-20,0,20391502,0,0,0,0,0,0,46863648,0,0,0,0,0,0,0,0,0,0,0,0
|Web Tools|Mobile|SEO|Internet Marketing|Internet|Software|, Internet Marketing ,25000.0,closed,PAK,,Karachi,Karachi,1,2006-10-01,2006-01,2006-Q1,2006.0,2008-05-15,2008-05-15,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|E-Commerce|Retail|Fashion|Curated Web|, Curated Web ,4500000.0,closed,USA,NY,New York City,New York,3,2012-01-04,2012-04,2012-Q2,2012.0,2012-11-14,2014-03-12,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile Advertising|Startups|Mobile|, Mobile ,1225000.0,acquired,USA,NY,New York City,New York,2,2012-01-02,2012-02,2012-Q1,2012.0,2012-12-03,2013-03-20,0,1225000,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,50000.0,closed,USA,PA,Philadelphia,Philadelphia,1,2007-01-01,2007-01,2007-Q1,2007.0,2010-05-06,2010-05-06,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Speech Recognition|Web Development|SEO|Video|Social Media|Software|, Video ,1100000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2008-01-10,2008-10,2008-Q4,2008.0,2010-06-01,2010-12-01,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|, Health and Wellness ,63000000.0,acquired,USA,MA,Boston,Boston,3,1979-01-01,1979-01,1979-Q1,1979.0,2009-10-01,2012-04-16,0,63000000,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0,0,0,0,0
|Local|Curated Web|, Local ,19200000.0,acquired,USA,NY,New York City,New York,3,2007-01-09,2007-09,2007-Q3,2007.0,2007-11-01,2010-03-12,0,19200000,0,0,0,0,0,0,0,0,0,0,0,7200000,12000000,0,0,0,0,0,0
|Education|, Education ,50000.0,closed,SGP,,Singapore,Singapore,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Promotional|Internet|Discounts|Local Coupons|Curated Web|, Curated Web ,80570.0,acquired,GBR,,GBR - Other,,1,2011-01-02,2011-02,2011-Q1,2011.0,2011-02-01,2011-02-01,0,0,0,0,0,0,80570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Fashion|, Fashion ,4000000.0,acquired,CHN,,Beijing,Beijing,1,1999-01-09,1999-09,1999-Q3,1999.0,2003-03-01,2003-03-01,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
|Group Buying|Location Based Services|Networking|Mobile|, Location Based Services ,20000.0,closed,USA,TX,Austin,Austin,1,2010-01-05,2010-05,2010-Q2,2010.0,2010-05-01,2010-05-01,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,57200000.0,closed,USA,MN,St. Cloud,Hutchinson,3,,,,,2010-12-22,2013-02-06,0,0,0,0,0,57200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,500000.0,closed,USA,OR,"Portland, Oregon",Lake Oswego,1,,2011-07,2011-Q3,2011.0,2011-06-25,2011-06-25,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,30000000.0,acquired,CAN,QC,Montreal,Montr�al,1,1997-01-01,1997-01,1997-Q1,1997.0,2013-03-05,2013-03-05,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,acquired,GBR,,Wolverhampton,Wolverhampton,1,,,,,2008-06-30,2008-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Parenting|Curated Web|, Curated Web ,,closed,USA,CA,SF Bay Area,San Francisco,1,2004-01-07,2004-07,2004-Q3,2004.0,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,15200000.0,acquired,USA,TX,Austin,Austin,3,2006-01-01,2006-01,2006-Q1,2006.0,2007-07-16,2009-02-26,0,15200000,0,0,0,0,0,0,0,0,0,0,0,0,15200000,0,0,0,0,0,0
|Software|, Software ,11800000.0,acquired,USA,TX,Austin,Austin,2,,,,,2006-08-30,2009-03-03,0,11800000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0
|Cloud Management|Software|, Cloud Management ,9900000.0,acquired,USA,CA,SF Bay Area,Palo Alto,2,2004-01-01,2004-01,2004-Q1,2004.0,2006-05-10,2007-06-05,0,9900000,0,0,0,0,0,0,0,0,0,0,0,3800000,6100000,0,0,0,0,0,0
|Advertising|, Advertising ,1200000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,,,,,2011-10-27,2011-10-27,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Tools|Business Productivity|Financial Services|, Financial Services ,,acquired,USA,CA,SF Bay Area,Santa Clara,1,1981-01-01,1981-01,1981-Q1,1981.0,1991-08-09,1991-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,700000.0,acquired,USA,IL,Chicago,Buffalo Grove,1,,,,,2012-03-01,2012-03-01,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,100000.0,closed,USA,CA,SF Bay Area,San Francisco,1,,,,,2007-10-01,2007-10-01,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|Education|Curated Web|, Curated Web ,25000.0,closed,,,,,1,2009-01-04,2009-04,2009-Q2,2009.0,2009-04-01,2009-04-01,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,752000.0,closed,USA,CO,Denver,Denver,2,,2008-01,2008-Q1,2008.0,2008-01-19,2011-08-25,750000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,200000.0,closed,USA,CA,Los Angeles,Santa Monica,1,2010-06-08,2010-08,2010-Q3,2010.0,2010-11-01,2010-11-01,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Apps|, Apps ,25000.0,acquired,,,,,1,2014-01-07,2014-07,2014-Q3,2014.0,2014-07-01,2014-07-01,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,125000.0,closed,IND,,Mumbai,Mumbai,1,2013-10-08,2013-08,2013-Q3,2013.0,2013-07-08,2013-07-08,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,,closed,USA,MA,Boston,Concord,1,2008-01-01,2008-01,2008-Q1,2008.0,2009-12-22,2009-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Games|, Games ,,closed,USA,GA,Atlanta,Atlanta,1,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,7000000.0,acquired,USA,IL,Chicago,Chicago,1,1989-01-01,1989-01,1989-Q1,1989.0,2000-06-20,2000-06-20,0,0,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,750000.0,closed,USA,CA,SF Bay Area,Berkeley,1,2007-01-01,2007-01,2007-Q1,2007.0,2008-06-01,2008-06-01,0,750000,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0
|Social Media|, Social Media ,25000.0,closed,USA,CA,SF Bay Area,Palo Alto,1,2013-01-01,2013-01,2013-Q1,2013.0,2013-03-01,2013-03-01,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Video|Games|, Video ,1000000.0,acquired,USA,CA,Los Angeles,Santa Monica,1,,,,,2008-03-24,2008-03-24,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,,closed,IND,,Ahmedabad,Ahmedabad,1,2009-01-05,2009-05,2009-Q2,2009.0,2009-05-01,2009-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,60000000.0,acquired,IND,,Trivandrum,Trivandrum,1,1997-01-01,1997-01,1997-Q1,1997.0,2007-07-26,2007-07-26,0,0,0,0,0,0,0,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|Biotechnology|, Health and Wellness ,5000000.0,acquired,USA,NC,Raleigh,Durham,1,1992-01-01,1992-01,1992-Q1,1992.0,2009-09-21,2009-09-21,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Tools|PaaS|SaaS|Business Development|Software|, SaaS ,721880.0,acquired,IRL,,Dublin,Dublin,2,2006-01-01,2006-01,2006-Q1,2006.0,2006-01-01,2014-08-22,0,0,0,0,0,250000,471880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,1500000.0,acquired,USA,MN,Minneapolis,Burnsville,1,2003-01-01,2003-01,2003-Q1,2003.0,2005-07-19,2005-07-19,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
|Mobile|, Mobile ,212000000.0,acquired,GBR,,Bristol,Bristol,7,2002-01-04,2002-04,2002-Q2,2002.0,2006-03-15,2011-06-03,0,80000000,0,0,0,27000000,0,0,105000000,0,0,0,0,0,0,40000000,40000000,0,0,0,0
|Search|, Search ,300000.0,acquired,USA,TX,Dallas,Dallas,1,2004-01-01,2004-01,2004-Q1,2004.0,2004-07-01,2004-07-01,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Email|Messaging|Mobile|Career Management|Wine And Spirits|Fitness|Health and Wellness|, Messaging ,2330500.0,acquired,USA,CA,Los Angeles,Pasadena,4,2008-01-01,2008-01,2008-Q1,2008.0,2007-10-01,2010-11-18,300000,1030500,0,0,0,0,1000000,0,0,0,0,0,0,530000,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,12500000.0,acquired,USA,WA,Seattle,Bellevue,3,2005-01-01,2005-01,2005-Q1,2005.0,2005-02-01,2006-04-10,0,12500000,0,0,0,0,0,0,0,0,0,0,0,3000000,9000000,0,0,0,0,0,0
|Public Relations|, Public Relations ,50000.0,closed,AUS,,Sydney,Sydney,1,2008-01-07,2008-07,2008-Q3,2008.0,2008-07-01,2008-07-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,4000000.0,acquired,,,,,1,,,,,2007-01-24,2007-01-24,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Design|, Design ,50000.0,closed,PER,,Lima,Lima,1,2012-01-09,2012-09,2012-Q3,2012.0,2012-08-01,2012-08-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media Marketing|Email|Email Marketing|Email Newsletters|Surveys|Messaging|, Email ,53400191.0,acquired,USA,NC,Raleigh,Morrisville,6,2003-02-07,2003-07,2003-Q3,2003.0,2006-05-01,2010-08-30,500000,45400191,0,0,0,7500000,0,0,0,0,0,0,0,5350000,40000000,0,0,0,0,0,0
|Semantic Search|SEO|Business Services|Sales and Marketing|Internet Marketing|Advertising|, Sales and Marketing ,62000000.0,acquired,GBR,,London,Brighton,2,1998-01-01,1998-01,1998-Q1,1998.0,2005-07-12,2007-07-26,0,62000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000000,0,0,0
|News|, News ,3000000.0,acquired,USA,CA,SF Bay Area,South San Francisco,1,2006-01-01,2006-01,2006-Q1,2006.0,2008-08-01,2008-08-01,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,35150000.0,acquired,USA,CA,San Diego,San Diego,3,2002-01-01,2002-01,2002-Q1,2002.0,2002-05-01,2007-05-16,0,35150000,0,0,0,0,0,0,0,0,0,0,0,10000000,5150000,20000000,0,0,0,0,0
|E-Commerce|, E-Commerce ,106800000.0,acquired,USA,NY,New York City,New York,5,2007-01-01,2007-01,2007-Q1,2007.0,2007-12-01,2013-07-07,0,106800000,0,0,0,0,0,0,0,0,0,0,0,3800000,20000000,41000000,30000000,12000000,0,0,0
|Health Care|Biotechnology|, Health Care ,132000000.0,acquired,USA,MA,Boston,Cambridge,3,,,,,2010-11-23,2014-01-28,0,25000000,0,0,0,0,0,0,107000000,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|Networking|Recruiting|Analytics|, Recruiting ,22500000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-01-09,2010-09,2010-Q3,2010.0,2010-01-01,2012-06-05,0,22500000,0,0,0,0,0,0,0,0,0,0,0,1500000,21000000,0,0,0,0,0,0
|Identity Management|Software|, Software ,50000.0,acquired,USA,TX,Austin,Austin,1,2006-01-01,2006-01,2006-Q1,2006.0,2005-01-01,2005-01-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,59705235.0,acquired,USA,TX,Houston,Webster,3,,,,,2010-05-12,2012-03-07,0,58873985,0,0,0,831250,0,0,0,0,0,0,0,0,0,0,46000000,0,0,0,0
|Employment|Curated Web|, Curated Web ,,closed,,,,,1,2008-05-08,2008-08,2008-Q3,2008.0,2008-08-01,2008-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Buying|Search|Comparison Shopping|Curated Web|, Search ,400000.0,closed,USA,WA,Seattle,Vancouver,2,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2010-08-01,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Technology|Startups|Security|, Startups ,125000.0,closed,USA,CA,Los Angeles,City Of Industry,1,2010-01-11,2010-11,2010-Q4,2010.0,2011-11-08,2011-11-08,0,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,267500.0,closed,CAN,MB,Winnipeg,Winnipeg,1,1972-01-01,1972-01,1972-Q1,1972.0,2005-08-25,2005-08-25,0,267500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Public Relations|, Public Relations ,4510000.0,closed,THA,,Bangkok,Bangkok,1,1999-01-01,1999-01,1999-Q1,1999.0,2009-11-13,2009-11-13,0,4510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Lifestyle|Interior Design|Curated Web|, Interior Design ,,acquired,JPN,,JPN - Other,,1,,2013-12,2013-Q4,2013.0,2014-04-09,2014-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Fitness|Exercise|Health and Wellness|, Fitness ,379892.0,closed,GBR,,Stockton-on-tees,Stockton-on-tees,2,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2009-09-15,0,0,0,0,0,0,329484,50408,0,0,0,0,0,0,0,0,0,0,0,0,0
|Travel & Tourism|, Travel & Tourism ,14000000.0,acquired,USA,IL,Chicago,Chicago,4,1999-01-01,1999-01,1999-Q1,1999.0,1999-09-30,2001-12-31,0,0,0,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Business Services|, Business Services ,21500000.0,acquired,USA,IL,Chicago,Chicago,2,,,,,2000-01-01,2000-09-01,0,0,0,21500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Games|Advertising|, Advertising ,51357500.0,closed,USA,NY,New York City,New York,4,2005-01-01,2005-01,2005-Q1,2005.0,2006-02-01,2010-06-16,0,51357500,0,0,0,0,0,0,0,0,0,0,0,17000000,30000000,0,0,0,0,0,0
|News|, News ,10000.0,closed,IND,,Mumbai,Mumbai,1,2012-01-01,2012-01,2012-Q1,2012.0,2012-01-01,2012-01-01,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,,closed,USA,CO,Denver,Boulder,1,2007-01-01,2007-01,2007-Q1,2007.0,2007-06-01,2007-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Semantic Search|Semantic Web|Search|, Semantic Search ,1100000.0,closed,HUN,,Budapest,Budapest,3,,2007-08,2007-Q3,2007.0,2007-09-01,2010-05-25,250000,850000,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
|Advertising|, Advertising ,4000000.0,closed,ISR,,ISR - Other,,2,,,,,2010-01-26,2011-01-25,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Messaging|, Messaging ,2240000.0,closed,USA,CA,SF Bay Area,Redwood City,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-06-01,2008-01-11,940000,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobility|Email|Web Tools|Web Development|Web Design|Communities|Social Network Media|Advertising|, Advertising ,300000.0,closed,CHN,,Shanghai,Shanghai,1,2009-01-05,2009-05,2009-Q2,2009.0,2009-10-01,2009-10-01,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,20700000.0,closed,USA,CA,SF Bay Area,Menlo Park,4,2006-01-01,2006-01,2006-Q1,2006.0,2007-06-05,2010-07-16,0,17200000,0,0,0,3500000,0,0,0,0,0,0,0,9400000,0,0,0,0,0,0,0
|All Students|Social Network Media|, Social Network Media ,,closed,,,,,1,,,,,2006-01-01,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,965000.0,acquired,USA,OH,Cincinnati,Cincinnati,2,2009-01-01,2009-01,2009-Q1,2009.0,2011-09-02,2012-04-03,615000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Artists Globally|Social Media|, Social Media ,16500000.0,acquired,USA,WA,Seattle,Seattle,3,,2012-04,2012-Q2,2012.0,2002-01-01,2006-01-01,0,15800000,0,0,0,0,700000,0,0,0,0,0,0,2500000,13300000,0,0,0,0,0,0
|Collaboration|Software|, Software ,2962500.0,acquired,USA,AZ,Phoenix,Phoenix,1,1998-01-03,1998-03,1998-Q1,1998.0,2009-01-30,2009-01-30,0,0,0,0,0,2962500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Networking|Classifieds|E-Commerce|, E-Commerce ,1500000.0,acquired,,,,,1,,,,,2008-08-01,2008-08-01,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
|Software|, Software ,6797785.0,closed,USA,MA,Boston,Concord,3,2009-01-01,2009-01,2009-Q1,2009.0,2009-10-21,2011-03-16,0,6797785,0,0,0,0,0,0,0,0,0,0,0,3427785,1000000,0,0,0,0,0,0
,,1060000.0,closed,SWE,,Gothenburg,Gothenburg,1,,,,,2005-04-27,2005-04-27,0,1060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Business Intelligence|Software|, Business Intelligence ,3000000.0,closed,GBR,,London,Guildford,1,2008-01-04,2008-04,2008-Q2,2008.0,2008-11-01,2008-11-01,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
|Software|, Software ,1960000.0,closed,,,,,1,,,,,2008-04-30,2008-04-30,0,1960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Publishing|Advertising|, Publishing ,3915000.0,acquired,USA,NY,New York City,New York,2,2008-01-01,2008-01,2008-Q1,2008.0,2010-01-19,2010-12-30,0,3915000,0,0,0,0,0,0,0,0,0,0,0,2915000,0,0,0,0,0,0,0
