Sr.no,funding_total_usd,funding_rounds,funding_duration_days,avg_funding_per_round,market_sector,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,status
1656,88950000,2,305,44475000,Software & Cloud,0,0,0,0,0,0,0,0,88950000,0,acquired
1657,65000000,5,2556,13000000,Business Services,0,65000000,0,0,0,0,0,0,0,0,acquired
1658,4250000,1,0,4250000,Mobile & Telecom,0,4250000,0,0,0,0,0,0,0,0,acquired
1659,3572737,3,823,1190912.333,AI & Data,0,3572737,0,0,0,0,0,0,0,0,acquired
1660,80600000,3,1226,26866666.67,Software & Cloud,0,80600000,0,0,0,0,0,0,0,0,acquired
1661,6148584,2,330,3074292,Healthcare & Biotech,0,6148584,0,0,0,0,0,0,0,0,closed
1662,1500000,1,0,1500000,Software & Cloud,1500000,0,0,0,0,0,0,0,0,0,acquired
1663,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1664,13000000,1,0,13000000,Manufacturing & Industrial,0,13000000,0,0,0,0,0,0,0,0,acquired
1665,33052663,5,4841,6610532.6,Software & Cloud,0,29852300,0,0,0,3200363,0,0,0,0,acquired
1666,19000000,1,0,19000000,Mobile & Telecom,0,19000000,0,0,0,0,0,0,0,0,acquired
1667,40000000,3,1095,13333333.33,Mobile & Telecom,0,40000000,0,0,0,0,0,0,0,0,closed
1668,5000000,1,0,5000000,Media & Entertainment,0,5000000,0,0,0,0,0,0,0,0,acquired
1669,540000,1,0,540000,Software & Cloud,540000,0,0,0,0,0,0,0,0,0,closed
1670,6100000,1,0,6100000,Software & Cloud,0,6100000,0,0,0,0,0,0,0,0,closed
1671,60000,1,0,60000,Business Services,60000,0,0,0,0,0,0,0,0,0,closed
1672,8000000,3,641,2666666.667,Education,0,8000000,0,0,0,0,0,0,0,0,acquired
1673,50000,1,0,50000,Mobile & Telecom,50000,0,0,0,0,0,0,0,0,0,closed
1674,1410000,1,0,1410000,Media & Entertainment,0,1410000,0,0,0,0,0,0,0,0,closed
1675,32500000,3,1416,10833333.33,Software & Cloud,0,32500000,0,0,0,0,0,0,0,0,closed
1676,1100000,2,0,550000,Software & Cloud,600000,0,0,0,0,500000,0,0,0,0,closed
1677,2250000,2,396,1125000,Software & Cloud,0,2050000,0,0,0,0,200000,0,0,0,acquired
1678,158187308,5,2393,31637461.6,Software & Cloud,0,158187308,0,0,0,0,0,0,0,0,acquired
1679,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1680,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1681,7699316,2,614,3849658,Other,0,0,0,0,0,7699316,0,0,0,0,acquired
1682,59000000,4,2291,14750000,Manufacturing & Industrial,0,53000000,0,0,0,6000000,0,0,0,0,acquired
1683,2000000,1,0,2000000,Advertising & Marketing,0,0,0,0,0,2000000,0,0,0,0,acquired
1684,2000000,1,0,2000000,E-commerce & Retail,0,2000000,0,0,0,0,0,0,0,0,acquired
1685,3500000,1,0,3500000,Software & Cloud,0,3500000,0,0,0,0,0,0,0,0,acquired
1686,400000,1,0,400000,Healthcare & Biotech,400000,0,0,0,0,0,0,0,0,0,closed
1687,50000,1,0,50000,Software & Cloud,50000,0,0,0,0,0,0,0,0,0,closed
1688,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
1689,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1690,1000000,1,0,1000000,Media & Entertainment,0,1000000,0,0,0,0,0,0,0,0,closed
1691,9542,1,0,9542,Software & Cloud,9542,0,0,0,0,0,0,0,0,0,acquired
1692,4000000,1,0,4000000,Software & Cloud,0,4000000,0,0,0,0,0,0,0,0,closed
1693,3300000,2,786,1650000,Business Services,2000000,0,0,0,0,0,1300000,0,0,0,acquired
1694,70000,2,304,35000,Advertising & Marketing,70000,0,0,0,0,0,0,0,0,0,acquired
1695,18050007,3,796,6016669,Software & Cloud,4000000,10878234,0,0,0,3171773,0,0,0,0,acquired
1696,3500000,1,0,3500000,Other,0,3500000,0,0,0,0,0,0,0,0,acquired
1697,40000,1,0,40000,Software & Cloud,40000,0,0,0,0,0,0,0,0,0,acquired
1698,13000000,2,423,6500000,Software & Cloud,0,13000000,0,0,0,0,0,0,0,0,closed
1699,17000000,2,671,8500000,E-commerce & Retail,0,17000000,0,0,0,0,0,0,0,0,acquired
1700,8000000,1,0,8000000,Software & Cloud,0,8000000,0,0,0,0,0,0,0,0,acquired
1701,781310880,2,951,390655440,Healthcare & Biotech,0,31310880,0,0,0,0,0,0,0,0,closed
1702,5280000,1,0,5280000,Advertising & Marketing,0,5280000,0,0,0,0,0,0,0,0,acquired
1703,32000000,2,334,16000000,Media & Entertainment,0,32000000,0,0,0,0,0,0,0,0,closed
1704,1500000,1,0,1500000,Media & Entertainment,0,0,0,0,0,1500000,0,0,0,0,closed
1705,6381500,4,1772,1595375,Software & Cloud,0,6281500,0,0,0,100000,0,0,0,0,closed
1706,35000000,2,732,17500000,Mobile & Telecom,0,35000000,0,0,0,0,0,0,0,0,acquired
1707,258215,1,0,258215,Software & Cloud,0,258215,0,0,0,0,0,0,0,0,closed
1708,4500000,1,0,4500000,Financial Services,0,0,0,0,0,0,0,0,0,0,acquired
1709,20000000,1,0,20000000,Software & Cloud,0,20000000,0,0,0,0,0,0,0,0,acquired
1710,4800000,1,0,4800000,Software & Cloud,0,4800000,0,0,0,0,0,0,0,0,acquired
1711,120000,1,0,120000,Media & Entertainment,0,0,0,0,120000,0,0,0,0,0,closed
1712,6875000,2,1132,3437500,Media & Entertainment,0,6875000,0,0,0,0,0,0,0,0,acquired
1713,12500000,2,479,6250000,Mobile & Telecom,0,12500000,0,0,0,0,0,0,0,0,closed
1714,47000000,3,1282,15666666.67,Software & Cloud,0,47000000,0,0,0,0,0,0,0,0,acquired
1715,161080,1,0,161080,E-commerce & Retail,161080,0,0,0,0,0,0,0,0,0,closed
1716,16000000,1,0,16000000,Financial Services,0,16000000,0,0,0,0,0,0,0,0,closed
1717,12000000,1,0,12000000,Software & Cloud,0,12000000,0,0,0,0,0,0,0,0,acquired
1718,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1719,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1720,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,acquired
1721,15000,2,132,7500,Advertising & Marketing,15000,0,0,0,0,0,0,0,0,0,closed
1722,2000000,1,0,2000000,Software & Cloud,0,2000000,0,0,0,0,0,0,0,0,closed
1723,2551000,2,0,1275500,Software & Cloud,0,2551000,0,0,0,0,0,0,0,0,closed
1724,63000000,2,736,31500000,Software & Cloud,0,63000000,0,0,0,0,0,0,0,0,acquired
1725,3600000,2,994,1800000,Software & Cloud,0,3600000,0,0,0,0,0,0,0,0,acquired
1726,209000,1,0,209000,Healthcare & Biotech,0,209000,0,0,0,0,0,0,0,0,closed
1727,13000000,1,0,13000000,Software & Cloud,0,13000000,0,0,0,0,0,0,0,0,closed
1728,5000000,3,577,1666666.667,Media & Entertainment,1000000,4000000,0,0,0,0,0,0,0,0,acquired
1729,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
1730,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1731,2180175,1,0,2180175,Software & Cloud,2180175,0,0,0,0,0,0,0,0,0,acquired
1732,39122000,4,1292,9780500,Healthcare & Biotech,0,39122000,0,0,0,0,0,0,0,0,acquired
1733,740000,1,0,740000,Software & Cloud,740000,0,0,0,0,0,0,0,0,0,acquired
1734,6500000,1,0,6500000,Social & Community,0,6500000,0,0,0,0,0,0,0,0,acquired
1735,8000000,1,0,8000000,Software & Cloud,0,0,0,0,0,0,0,8000000,0,0,closed
1736,90000,1,0,90000,Software & Cloud,0,90000,0,0,0,0,0,0,0,0,closed
1737,4662500,4,1265,1165625,Software & Cloud,837500,3825000,0,0,0,0,0,0,0,0,closed
1738,55500000,3,1085,18500000,Software & Cloud,0,55500000,0,0,0,0,0,0,0,0,acquired
1739,8610000,2,848,4305000,Software & Cloud,0,8610000,0,0,0,0,0,0,0,0,closed
1740,6850000,2,832,3425000,Media & Entertainment,0,6850000,0,0,0,0,0,0,0,0,closed
1741,54200000,4,709,13550000,Software & Cloud,0,54200000,0,0,0,0,0,0,0,0,acquired
1742,60000000,1,0,60000000,Healthcare & Biotech,0,60000000,0,0,0,0,0,0,0,0,acquired
1743,6000000,1,0,6000000,Security,0,6000000,0,0,0,0,0,0,0,0,acquired
1744,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,closed
1745,19600000,3,1324,6533333.333,Internet & Web,0,19600000,0,0,0,0,0,0,0,0,acquired
1746,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1747,1500000,2,645,750000,Software & Cloud,0,1500000,0,0,0,0,0,0,0,0,acquired
1748,15230,1,0,15230,Advertising & Marketing,15230,0,0,0,0,0,0,0,0,0,acquired
1749,455000,2,31,227500,Software & Cloud,15000,440000,0,0,0,0,0,0,0,0,closed
1750,200000,1,0,200000,Social & Community,200000,0,0,0,0,0,0,0,0,0,closed
1751,20000000,1,0,20000000,Software & Cloud,0,20000000,0,0,0,0,0,0,0,0,acquired
1752,8000000,1,0,8000000,Software & Cloud,0,8000000,0,0,0,0,0,0,0,0,acquired
1753,50000,1,0,50000,Other,0,0,0,0,0,0,50000,0,0,0,closed
1754,750000,3,787,250000,Travel & Hospitality,350000,400000,0,0,0,0,0,0,0,0,acquired
1755,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1756,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1757,9000,1,0,9000,E-commerce & Retail,9000,0,0,0,0,0,0,0,0,0,closed
1758,5190128,2,332,2595064,Mobile & Telecom,1212921,3977207,0,0,0,0,0,0,0,0,acquired
1759,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1760,350000,1,0,350000,Other,0,350000,0,0,0,0,0,0,0,0,closed
1761,2300000,1,0,2300000,Media & Entertainment,2300000,0,0,0,0,0,0,0,0,0,acquired
1762,3352194,3,553,1117398,Business Services,0,2852194,0,0,0,0,500000,0,0,0,closed
1763,13880000,1,0,13880000,Software & Cloud,0,13880000,0,0,0,0,0,0,0,0,acquired
1764,42497374,4,1869,10624343.5,Transportation & Automotive,0,42497374,0,0,0,0,0,0,0,0,acquired
1765,800000,1,0,800000,Media & Entertainment,800000,0,0,0,0,0,0,0,0,0,acquired
1766,8000000,2,503,4000000,Software & Cloud,0,8000000,0,0,0,0,0,0,0,0,acquired
1767,599997,2,850,299998.5,Other,99997,0,0,0,0,500000,0,0,0,0,closed
1768,13460000,2,255,6730000,E-commerce & Retail,0,13460000,0,0,0,0,0,0,0,0,closed
1769,188210000,5,2469,37642000,Manufacturing & Industrial,0,18210000,0,0,0,0,0,0,170000000,0,acquired
1770,15600000,1,0,15600000,Internet & Web,0,15600000,0,0,0,0,0,0,0,0,acquired
1771,18000000,1,0,18000000,Software & Cloud,0,18000000,0,0,0,0,0,0,0,0,acquired
1772,7660000,1,0,7660000,Security,0,7660000,0,0,0,0,0,0,0,0,acquired
1773,2200000,1,0,2200000,Software & Cloud,0,2200000,0,0,0,0,0,0,0,0,acquired
1774,1000000,1,0,1000000,Healthcare & Biotech,0,1000000,0,0,0,0,0,0,0,0,acquired
1775,4500000,1,0,4500000,Education,0,0,0,0,0,0,0,0,0,0,closed
1776,75000,1,0,75000,Other,75000,0,0,0,0,0,0,0,0,0,closed
1777,18800000,2,207,9400000,Consumer & Lifestyle,0,18800000,0,0,0,0,0,0,0,0,acquired
1778,3300000,1,0,3300000,Software & Cloud,3300000,0,0,0,0,0,0,0,0,0,acquired
1779,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1780,1000,1,0,1000,Software & Cloud,1000,0,0,0,0,0,0,0,0,0,closed
1781,12000000,1,0,12000000,AI & Data,0,12000000,0,0,0,0,0,0,0,0,acquired
1782,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1783,14000000,1,0,14000000,Software & Cloud,0,14000000,0,0,0,0,0,0,0,0,acquired
1784,24200000,4,1558,6050000,Software & Cloud,0,21800000,0,0,0,2400000,0,0,0,0,closed
1785,1125000,2,649,562500,Software & Cloud,0,925000,0,0,0,200000,0,0,0,0,acquired
1786,17500000,2,1110,8750000,Software & Cloud,0,17500000,0,0,0,0,0,0,0,0,acquired
1787,450000,1,0,450000,Software & Cloud,0,450000,0,0,0,0,0,0,0,0,acquired
1788,50000,1,0,50000,Transportation & Automotive,50000,0,0,0,0,0,0,0,0,0,closed
1789,29050000,4,1632,7262500,AI & Data,0,23050000,0,0,0,6000000,0,0,0,0,acquired
1790,15000000,1,0,15000000,Financial Services,0,15000000,0,0,0,0,0,0,0,0,acquired
1791,33200000,3,991,11066666.67,Media & Entertainment,0,33200000,0,0,0,0,0,0,0,0,acquired
1792,16000000,3,425,5333333.333,Healthcare & Biotech,0,0,0,16000000,0,0,0,0,0,0,acquired
1793,167500,1,0,167500,Software & Cloud,0,0,0,0,0,167500,0,0,0,0,closed
1794,50000,1,0,50000,Other,0,50000,0,0,0,0,0,0,0,0,closed
1795,7380000,1,0,7380000,Software & Cloud,0,7380000,0,0,0,0,0,0,0,0,acquired
1796,1455000,8,541,181875,Software & Cloud,300000,200000,0,0,0,400000,555000,0,0,0,closed
1797,180000,1,0,180000,Advertising & Marketing,180000,0,0,0,0,0,0,0,0,0,acquired
1798,150000,1,0,150000,E-commerce & Retail,150000,0,0,0,0,0,0,0,0,0,closed
1799,2000000,1,0,2000000,Software & Cloud,2000000,0,0,0,0,0,0,0,0,0,closed
1800,1445300,1,0,1445300,Software & Cloud,0,1445300,0,0,0,0,0,0,0,0,acquired
1801,3700000,1,0,3700000,Software & Cloud,0,3700000,0,0,0,0,0,0,0,0,acquired
1802,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1803,4720000,1,0,4720000,Software & Cloud,0,4720000,0,0,0,0,0,0,0,0,closed
1804,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1805,450000,1,0,450000,Software & Cloud,0,450000,0,0,0,0,0,0,0,0,closed
1806,57271500,6,2480,9545250,Healthcare & Biotech,1950900,55320600,0,0,0,0,0,0,0,0,acquired
1807,2600000,1,0,2600000,E-commerce & Retail,0,2600000,0,0,0,0,0,0,0,0,acquired
1808,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,closed
1809,51300000,4,607,12825000,Software & Cloud,0,51300000,0,0,0,0,0,0,0,0,acquired
1810,5300000,3,949,1766666.667,Media & Entertainment,0,5300000,0,0,0,0,0,0,0,0,acquired
1811,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1812,1200000,1,0,1200000,Software & Cloud,0,1200000,0,0,0,0,0,0,0,0,closed
1813,2960000,1,0,2960000,Software & Cloud,0,2960000,0,0,0,0,0,0,0,0,acquired
1814,6821772,1,0,6821772,Media & Entertainment,0,0,0,0,0,6821772,0,0,0,0,acquired
1815,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
1816,9700000,3,1033,3233333.333,Media & Entertainment,0,9700000,0,0,0,0,0,0,0,0,closed
1817,1300000,2,506,650000,Media & Entertainment,1300000,0,0,0,0,0,0,0,0,0,acquired
1818,5750000,1,0,5750000,Software & Cloud,0,5750000,0,0,0,0,0,0,0,0,closed
1819,984000,2,500,492000,Media & Entertainment,984000,0,0,0,0,0,0,0,0,0,acquired
1820,8393798,1,0,8393798,Manufacturing & Industrial,0,8393798,0,0,0,0,0,0,0,0,acquired
1821,18885,1,0,18885,Software & Cloud,18885,0,0,0,0,0,0,0,0,0,closed
1822,395000000,2,364,197500000,E-commerce & Retail,0,0,0,0,0,0,0,0,395000000,0,acquired
1823,10000,1,0,10000,Software & Cloud,10000,0,0,0,0,0,0,0,0,0,closed
1824,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1825,500000,1,0,500000,Media & Entertainment,500000,0,0,0,0,0,0,0,0,0,closed
1826,1052870,9,304,116985.5556,Business Services,15000,1037870,0,0,0,0,0,0,0,0,acquired
1827,25000,1,0,25000,Media & Entertainment,0,25000,0,0,0,0,0,0,0,0,closed
1828,3000000,1,0,3000000,Other,0,3000000,0,0,0,0,0,0,0,0,acquired
1829,15700000,3,261,5233333.333,Media & Entertainment,0,15700000,0,0,0,0,0,0,0,0,closed
1830,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,acquired
1831,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,acquired
1832,20600000,3,822,6866666.667,Transportation & Automotive,0,20600000,0,0,0,0,0,0,0,0,acquired
1833,14841000,1,0,14841000,Other,0,14841000,0,0,0,0,0,0,0,0,closed
1834,500000,1,0,500000,Consumer & Lifestyle,0,500000,0,0,0,0,0,0,0,0,closed
1835,15031860,5,1582,3006372,E-commerce & Retail,0,13345667,0,0,0,1686193,0,0,0,0,closed
1836,60000,1,0,60000,E-commerce & Retail,0,60000,0,0,0,0,0,0,0,0,closed
1837,4500000,1,0,4500000,Transportation & Automotive,0,0,0,0,0,0,0,0,0,0,acquired
1838,200000,1,0,200000,E-commerce & Retail,0,200000,0,0,0,0,0,0,0,0,closed
1839,400000,1,0,400000,Media & Entertainment,0,400000,0,0,0,0,0,0,0,0,acquired
1840,1000000,1,0,1000000,Consumer & Lifestyle,0,1000000,0,0,0,0,0,0,0,0,closed
1841,275000,1,0,275000,Social & Community,275000,0,0,0,0,0,0,0,0,0,closed
1842,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,acquired
1843,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1844,12000000,1,0,12000000,Software & Cloud,0,12000000,0,0,0,0,0,0,0,0,acquired
1845,5900000,2,264,2950000,Social & Community,0,5900000,0,0,0,0,0,0,0,0,acquired
1846,12000000,2,748,6000000,Financial Services,0,12000000,0,0,0,0,0,0,0,0,acquired
1847,5575000,4,1912,1393750,Software & Cloud,0,4000000,0,0,0,1575000,0,0,0,0,acquired
1848,32630837,4,1152,8157709.25,Software & Cloud,0,28000000,0,0,0,4630837,0,0,0,0,acquired
1849,6000000,1,0,6000000,Advertising & Marketing,0,6000000,0,0,0,0,0,0,0,0,acquired
1850,4500000,2,305,2250000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
1851,8100000,1,0,8100000,Software & Cloud,0,8100000,0,0,0,0,0,0,0,0,acquired
1852,712000,1,0,712000,Social & Community,0,712000,0,0,0,0,0,0,0,0,closed
1853,1500000,1,0,1500000,Software & Cloud,0,0,0,0,0,0,1500000,0,0,0,closed
1854,72360,2,191,36180,Advertising & Marketing,0,0,0,0,0,0,72360,0,0,0,closed
1855,8000000,2,304,4000000,Software & Cloud,0,8000000,0,0,0,0,0,0,0,0,acquired
1856,4500000,3,31,1500000,Social & Community,0,0,0,0,0,0,0,0,0,0,closed
1857,9000000,1,0,9000000,Software & Cloud,0,9000000,0,0,0,0,0,0,0,0,acquired
1858,250000,1,0,250000,Social & Community,0,250000,0,0,0,0,0,0,0,0,acquired
1859,130000,1,0,130000,Social & Community,0,0,0,0,0,0,130000,0,0,0,acquired
1860,1835000,4,256,458750,Financial Services,525000,0,0,0,0,310000,1000000,0,0,0,acquired
1861,23500000,3,452,7833333.333,Software & Cloud,0,23500000,0,0,0,0,0,0,0,0,closed
1862,243000,1,0,243000,Software & Cloud,0,243000,0,0,0,0,0,0,0,0,closed
1863,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1864,25000,1,0,25000,Healthcare & Biotech,25000,0,0,0,0,0,0,0,0,0,closed
1865,4600000,1,0,4600000,AI & Data,0,4600000,0,0,0,0,0,0,0,0,acquired
1866,1000000,1,0,1000000,Advertising & Marketing,0,1000000,0,0,0,0,0,0,0,0,acquired
1867,4933907,2,505,2466953.5,Consumer & Lifestyle,0,4933907,0,0,0,0,0,0,0,0,closed
1868,60000,1,0,60000,Software & Cloud,0,60000,0,0,0,0,0,0,0,0,closed
1869,194526,2,111,97263,Media & Entertainment,38484,0,0,0,0,0,156042,0,0,0,closed
1870,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
1871,1700000,1,0,1700000,Software & Cloud,0,1700000,0,0,0,0,0,0,0,0,closed
1872,173287501,2,2107,86643750.5,Software & Cloud,0,173287501,0,0,0,0,0,0,0,0,acquired
1873,4500000,1,0,4500000,Transportation & Automotive,0,0,0,0,0,0,0,0,0,0,closed
1874,10550000,2,426,5275000,Media & Entertainment,0,10550000,0,0,0,0,0,0,0,0,closed
1875,100000,1,0,100000,E-commerce & Retail,0,0,0,0,0,100000,0,0,0,0,acquired
1876,1000000,1,0,1000000,Software & Cloud,0,1000000,0,0,0,0,0,0,0,0,acquired
1877,10900000,3,1123,3633333.333,Software & Cloud,0,10900000,0,0,0,0,0,0,0,0,closed
1878,7500000,1,0,7500000,Software & Cloud,0,7500000,0,0,0,0,0,0,0,0,acquired
1879,12600000,2,454,6300000,Software & Cloud,0,12600000,0,0,0,0,0,0,0,0,closed
1880,1915000,3,566,638333.3333,Financial Services,515000,1400000,0,0,0,0,0,0,0,0,acquired
1881,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
1882,35000000,2,1012,17500000,Financial Services,0,35000000,0,0,0,0,0,0,0,0,closed
1883,32000000,3,2847,10666666.67,Security,0,32000000,0,0,0,0,0,0,0,0,acquired
1884,6500000,1,0,6500000,Business Services,0,6500000,0,0,0,0,0,0,0,0,acquired
1885,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,closed
1886,7000000,2,392,3500000,Software & Cloud,1400000,5600000,0,0,0,0,0,0,0,0,acquired
1887,17035520,2,992,8517760,Manufacturing & Industrial,0,17035520,0,0,0,0,0,0,0,0,acquired
1888,980000,1,0,980000,Software & Cloud,0,980000,0,0,0,0,0,0,0,0,closed
1889,25131611,3,307,8377203.667,Mobile & Telecom,0,25131611,0,0,0,0,0,0,0,0,acquired
1890,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
1891,522000000,3,453,174000000,Energy & Environment,0,0,0,0,0,522000000,0,0,0,0,acquired
1892,13000000,2,399,6500000,Software & Cloud,0,13000000,0,0,0,0,0,0,0,0,acquired
1893,1451000000,9,1540,161222222.2,Transportation & Automotive,0,151000000,0,0,0,529000000,0,0,771000000,0,acquired
1894,400000,1,0,400000,Mobile & Telecom,400000,0,0,0,0,0,0,0,0,0,closed
1895,5000000,3,503,1666666.667,Media & Entertainment,0,5000000,0,0,0,0,0,0,0,0,closed
1896,9200000,2,787,4600000,Software & Cloud,0,9200000,0,0,0,0,0,0,0,0,acquired
1897,31000000,5,1086,6200000,Security,0,31000000,0,0,0,0,0,0,0,0,acquired
1898,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
1899,700000,1,0,700000,Internet & Web,0,0,0,0,0,0,700000,0,0,0,closed
1900,611387,2,195,305693.5,Manufacturing & Industrial,0,611387,0,0,0,0,0,0,0,0,closed
1901,3000000,1,0,3000000,Software & Cloud,0,3000000,0,0,0,0,0,0,0,0,acquired
1902,6750000,2,421,3375000,Software & Cloud,1750000,5000000,0,0,0,0,0,0,0,0,closed
1903,750000,1,0,750000,E-commerce & Retail,750000,0,0,0,0,0,0,0,0,0,closed
1904,300000,1,0,300000,Social & Community,0,0,0,0,0,0,300000,0,0,0,closed
1905,287032,1,0,287032,Software & Cloud,0,0,0,0,0,0,287032,0,0,0,closed
1906,2400000,1,0,2400000,Other,0,2400000,0,0,0,0,0,0,0,0,acquired
1907,10497161,2,135,5248580.5,Software & Cloud,0,5716641,0,4780520,0,0,0,0,0,0,acquired
1908,350000,2,92,175000,Financial Services,350000,0,0,0,0,0,0,0,0,0,acquired
1909,1600000,1,0,1600000,Mobile & Telecom,0,1600000,0,0,0,0,0,0,0,0,closed
1910,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1911,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,acquired
1912,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
1913,500000,2,263,250000,Travel & Hospitality,0,0,0,0,0,0,500000,0,0,0,acquired
1914,14000000,1,0,14000000,Other,0,14000000,0,0,0,0,0,0,0,0,acquired
1915,60000,2,564,30000,Media & Entertainment,60000,0,0,0,0,0,0,0,0,0,acquired
1916,150000,1,0,150000,Media & Entertainment,0,0,0,0,0,0,150000,0,0,0,closed
1917,13200001,4,1286,3300000.25,Media & Entertainment,0,13200001,0,0,0,0,0,0,0,0,acquired
1918,7175000,3,793,2391666.667,Media & Entertainment,0,7000000,0,0,0,0,175000,0,0,0,acquired
1919,28300000,5,1237,5660000,Internet & Web,0,28300000,0,0,0,0,0,0,0,0,acquired
1920,475000,2,117,237500,Media & Entertainment,150000,325000,0,0,0,0,0,0,0,0,closed
1921,30000000,1,0,30000000,Healthcare & Biotech,0,30000000,0,0,0,0,0,0,0,0,acquired
1922,650000,1,0,650000,Social & Community,650000,0,0,0,0,0,0,0,0,0,acquired
1923,1300000,1,0,1300000,Software & Cloud,1300000,0,0,0,0,0,0,0,0,0,closed
1924,86547,1,0,86547,E-commerce & Retail,86547,0,0,0,0,0,0,0,0,0,closed
1925,750000,1,0,750000,AI & Data,750000,0,0,0,0,0,0,0,0,0,acquired
1926,2100000,3,507,700000,Media & Entertainment,1000000,0,0,0,0,1100000,0,0,0,0,closed
1927,767000,1,0,767000,Software & Cloud,0,767000,0,0,0,0,0,0,0,0,closed
1928,73255000,8,2672,9156875,Mobile & Telecom,0,63255000,0,0,0,10000000,0,0,0,0,acquired
1929,600000,1,0,600000,Software & Cloud,600000,0,0,0,0,0,0,0,0,0,acquired
1930,1400000,1,0,1400000,Software & Cloud,1400000,0,0,0,0,0,0,0,0,0,acquired
1931,7200000,2,2210,3600000,Healthcare & Biotech,0,7200000,0,0,0,0,0,0,0,0,acquired
1932,2100000,2,568,1050000,Mobile & Telecom,0,2100000,0,0,0,0,0,0,0,0,closed
1933,25000,1,0,25000,Media & Entertainment,0,25000,0,0,0,0,0,0,0,0,closed
1934,6629950,3,2103,2209983.333,Software & Cloud,0,6500000,0,0,0,129950,0,0,0,0,acquired
1935,12170000,1,0,12170000,Financial Services,0,12170000,0,0,0,0,0,0,0,0,closed
1936,40000,1,0,40000,Software & Cloud,40000,0,0,0,0,0,0,0,0,0,closed
1937,29000000,1,0,29000000,Software & Cloud,0,29000000,0,0,0,0,0,0,0,0,acquired
1938,20000000,2,511,10000000,Financial Services,0,16000000,0,0,0,4000000,0,0,0,0,acquired
1939,250000,1,0,250000,Media & Entertainment,250000,0,0,0,0,0,0,0,0,0,closed
1940,20500000,2,617,10250000,Social & Community,0,16000000,0,0,0,4500000,0,0,0,0,acquired
1941,575000,1,0,575000,Transportation & Automotive,575000,0,0,0,0,0,0,0,0,0,acquired
1942,250000,2,31,125000,Mobile & Telecom,150000,0,0,0,0,0,100000,0,0,0,closed
1943,6975497,1,0,6975497,Mobile & Telecom,0,6975497,0,0,0,0,0,0,0,0,acquired
1944,350000,1,0,350000,Social & Community,0,0,0,0,0,350000,0,0,0,0,closed
